ingredients,read_number,recipe_name 
原料：培根、蜂蜜、黑砂糖、辣椒粉、盐。,,蜜渍培根肉脯
原料：咸鹅、姜、葱末、豆腐、八角、料酒、盐、水。,,咸鹅炖豆腐
原料：高筋面粉、全麦粉、黄油、盐、白砂糖、牛奶、全蛋液、酵母粉、巧克力酱。,,儿童餐 最爱的面包超人
原料：白菜心、盐、食用油。,,炒白菜心
原料：鹅、辣椒、八角、生姜、酱油、冰糖、盐。,,红烧鹅
原料：肉末、芦笋、竹笋、红油豆瓣酱、生抽、糖、料酒。,,红油豆瓣酱版炒双笋
原料：肉末、胡萝卜、西兰花、甘蓝、蚝油、酱油、盐、葱、蒜。,,肉末小炒青菜
原料：白萝卜、牛肉馅、细粉丝、盐、生抽、葱、姜、料酒、鸡蛋、淀粉、胡椒粉。,,牛肉丸子萝卜丝汤
原料：腊肉、山野笋、五香豆干、海鲜酱油、糖、盐、鸡粉、葱、干红辣椒、花椒粉、胡萝卜。,,腊肉炒山野笋
原料：草莓、香蕉、苹果、西红柿、西兰花、胡萝卜。,,适合节后减肥的排毒思慕雪
原料：面粉、肉末、大葱、酵母、泡打粉、白糖、盐、生抽、料酒、胡椒粉、鸡粉。,,猪肉大葱包子
原料：白面团、波菜面团、红曲粉。,,蒸寿桃
原料：面粉、野蒜、酵母、泡打粉、糖。,,野蒜花卷
原料：豆皮、芹菜、胡萝卜、葱、姜、食用油、盐、生抽、香油、鸡精。,,素炒豆皮
原料：鸡蛋、野蒜、盐、料酒。,,野蒜滑蛋
原料：野鲫鱼、平菇、姜、葱、料酒、盐。,,野鲫鱼平菇汤
原料：苦荞蛋糕粉、鸡蛋、白糖、植物油、水。,,苦荞粉戚风蛋糕
原料：糯米、香菇、腊肠、普通面粉、鸡蛋、燕麦纤维、香菜、腌黄瓜、盐、胡椒粉、芝麻油。,,糯米煎饼果子
原料：南瓜泥、全麦面粉、糖、蔓越莓、红枣、干酵母。,,#新年心美食 南瓜发糕#
原料：尖椒、鸡蛋、葱、盐、鸡粉、胡椒粉。,,食材简单，但香味特别～尖椒炒鸡蛋
原料：竹笋、腊肉、油、盐、蒜、酱油、红辣椒。,,笋炒腊肉
原料：猪瘦肉、莴笋、菜籽油、生抽、食盐、小红椒、蒜、白糖。,,莴笋炒肉
原料：刀鱼、盐、白糖、白醋、蚝油、海鲜酱油、番茄酱、葱、姜、蒜、干红辣椒、生抽、胡椒粉、淀粉。,,糖醋刀鱼
原料：鸡胸肉、酸萝卜、面粉、盐、生抽、老抽。,,酸萝卜鸡肉馅儿饺子
原料：六色面、青蒜、鸡蛋、盐、芝麻油。,,多彩清汤面
原料：鸡蛋、水、肉末、海参、葱、盐、姜末、酱油、花生油。,,肉末海参炖蛋
原料：面粉、猪肉、蘑菇、姜、葱、酱油、盐、花生油。,,蘑菇盖面
原料：四季豆、盐、水、鸡精、大蒜头。,,蒜香清炒四季豆
原料：面粉、肉糜、娃娃菜、生姜、酵母、蚝油、盐、草果粉、油。,,宝宝主食之——娃娃菜鲜肉包
原料：豆腐皮、青椒、葱、姜、盐、花生油。,,青椒豆皮
原料：带鱼、葱、姜、调和油、生抽、料酒、黑胡椒粉、盐。,,烤带鱼
原料：鲜鱿鱼、青椒、干辣椒、料酒、盐、水、姜、蒜片。,,炒鲜鱿
原料：黄桃、白糖。,,糖水黄桃
原料：带鱼、料酒、淀粉、盐、胡椒。,,香煎带鱼
原料：五花肉、柚子皮、香葱、丁香、大料、油、鸡精、生抽、老抽。,,妈妈的味道-五花肉焖柚子皮
原料：鸡蛋、香葱、盐。,,香嫩可口的清水炒蛋
原料：猫耳朵豆角、五花肉、胡萝卜、黑木耳、盐、葱、姜、蒜、料酒、生抽、花椒粉、食用油。,,猫耳朵炒五花肉
原料：鸡腿、料包、蜂蜜、清水。,,烤鸡腿
原料：全麦面粉、温水、酵母、盐。,,健身排档——全麦馒头
原料：番茄、鸡蛋、葱、青椒、油、料酒、盐、生抽。,,番茄炒蛋
原料：猪耳、猪舌、五花肉、大肠、鸡蛋、葱、姜、啤酒、白糖、冰糖、生抽、香料。,,卤味拼盘
原料：猪粉肠、猪肝、瘦肉、生菜、鸡精、胡椒粉、盐。,,潮音潮人：潮汕猪杂汤
原料：淡奶油、蛋糕粉、泡打粉、赤砂糖、盐。,,奶油小饼干
原料：面粉、温水、酵母粉、白糖。,,白面馒头
原料：东北极虾、醋、生抽。,,甜甜北极虾
原料：猪前腿肉、白糖、辣椒粉、花椒粉、胡椒粉、盐、白酒。,,腊肠
原料：百利薄脆、黑巧克力、奶油、水果、果酱、坚果、燕麦。,,脆脆巧克力的奶油杯
原料：面粉、鸡蛋、食盐。,,鸡蛋网饼
原料：西葫芦、鸡蛋、火腿肠、盐。,,西葫芦火腿炒蛋
原料：带鱼、姜、干辣椒、蒸鱼豉油、味极鲜、料酒、盐。,,酱油蒸鱼
原料：菠菜、胡萝卜、水发木耳、香菇、红薯粉丝、瘦肉丝、韩式辣椒酱、白糖、蒜、葱、生抽。,,杂拌菜
原料：咸菜疙瘩、香菜、大蒜、油辣子、糖、香油、花椒油、辣椒红油。,,拌咸菜疙瘩
原料：面粉、泡打粉、油条膨松剂。,,炸油饼
原料：黄豆、黑豆、薏米、赤红豆、胡萝卜、姜、黑芝麻、清水。,,胡萝卜生姜豆浆
原料：培根、蜂蜜、黑砂糖、辣椒粉、盐。,,蜜渍培根肉脯
原料：咸鹅、姜、葱末、豆腐、八角、料酒、盐、水。,,咸鹅炖豆腐
原料：高筋面粉、全麦粉、黄油、盐、白砂糖、牛奶、全蛋液、酵母粉、巧克力酱。,,儿童餐 最爱的面包超人
原料：白菜心、盐、食用油。,,炒白菜心
原料：鹅、辣椒、八角、生姜、酱油、冰糖、盐。,,红烧鹅
原料：肉末、芦笋、竹笋、红油豆瓣酱、生抽、糖、料酒。,,红油豆瓣酱版炒双笋
原料：肉末、胡萝卜、西兰花、甘蓝、蚝油、酱油、盐、葱、蒜。,,肉末小炒青菜
原料：莴苣、生抽、醋、糖、淀粉。,,糖醋莴苣
原料：大田螺、肉末、干香菇、姜末、葱末、料酒、鸡蛋、生抽、老抽、糖、红油豆瓣酱。,,田螺塞肉
原料：大虾、粉丝、蒜、葱花、辣椒、盐、蚝油、生抽。,,富贵虾
原料：干豆腐、大白菜、植物油、盐、醋、葱花。,,白菜炒干豆腐
原料：鸡蛋、肉末、马蹄、花生油、酱油、盐、生粉、糖、面粉、鸡蛋、燕麦、白酒。,,苏格兰燕麦烤箱蛋
原料：笨鸡、萝卜、粉丝、葱、姜、盐、胡椒粉。,,鸡丝萝卜汤
原料：面条、豆角、土豆、西红柿、蒜、盐、酱油。,,豆角焖面
原料：饼干、棉花糖、黄油、奶粉、蔓越莓干、干果。,,网红雪花酥
原料：肉末、大田螺、干香菇、姜末、葱末、料酒、盐、鸡蛋、生抽、老抽、糖。,,田螺猪肉丸——田螺塞肉的方便吃法
原料：白菜叶、木耳、白醋、盐、生抽、干辣椒、蒜、花椒。,,醋熘白菜
原料：糯高粱粉、红糖。,,红糖汤圆
原料：鸡胸肉、干花椒、花椒粉、鸡蛋、淀粉、面包糠、干红辣椒、蒜末、花生碎、孜然粉、葱末。,,外酥里嫩香喷喷的藤椒鸡排 
原料：罗非鱼、五花肉、蒜苗、酱油、蚝油、料酒、盐、郫县豆瓣酱、鸡精、大蒜、姜。,,豆瓣酱烧鱼
原料：西瓜皮、青椒、干红辣椒、蒜末、盐、生抽、老抽、醋、糖、鸡精。,,嗄嘣脆酸辣西瓜皮
原料：日式饺子皮、猪肉糜、卷心菜、韭菜、鸡蛋、又伊鲜鲜味酱油、白胡椒、麻油、糖、料酒、盐、大蒜、生姜、面粉。,,日式煎饺
原料：火龙果酱、黄豆、水、糖。,,火龙果豆浆——粉色少女心豆浆
原料：花菜、陈醋、盐、蚝油、鸡精。,,凉拌花菜
原料：黄瓜、熟腊肠、油、盐。,,黄瓜炒腊肠
原料：胡萝卜、毛豆、水、盐、鸡精。,,胡萝卜炒毛豆
原料：吐司片、花米、花生酱、生菜、午餐肉、盐、胡椒。,,花米三明治
原料：花米、肉糜、料酒、生抽、盐、糖、淀粉、鸡蛋、葱末。,,花米猪肉丸
原料：橙子、鸡蛋、白糖。,,橙汁蒸蛋
原料：蓝莓、白糖。,,蓝莓果酱
原料：素鸡、温水、八角、生抽、老抽、糖、葱末。,,少油绵软红烧素鸡——入口即化的秘诀
原料：盐、低粉、高粉、奶油、水、蜂蜜、融化黄油、酵母、融化黄油、蛋液、沙拉酱、蕃茄酱、肉松、葱末、马苏里拉芝士碎。,,免揉 肉松香葱芝士 面包卷
原料：面粉、面粉、色拉油、猪肉、糖、水、色拉油、酱油、胡椒粉、盐、葱、蛋黄液、鸡粉、淀粉、姜末。,,鲜肉酥饼
原料：南瓜、糯米粉、甜酒酿、枸杞。,,南瓜酒酿圆子
原料：花蛤、姜、料酒、大蒜头、红油豆瓣酱、干辣椒、盐、糖。,,鲜辣味焖烧花蛤
原料：木耳、百页、郫县红油豆瓣酱、盐、糖、干红辣椒、葱花。,,大烧百页——红油豆瓣酱香辣版
原料：猪肉肉丝、木耳、红萝卜、葱、姜、蒜、胡椒粉、姜粉、料酒、酱油、玉米胚芽油、辣皮酱、鱼香汁儿、盐、淀粉。,,鱼香肉丝
原料：莴苣叶、鸡蛋、葱、花生油、蚝油、盐、料酒。,,莴苣叶炒鸡蛋
原料：芹菜、猪肉、木耳、面粉、酵母粉、水、花生油、香油、蚝油、料酒、味极鲜酱油、十三香、盐。,,芹菜猪肉包子
原料：雪菜、猪肉、葱、姜、蒜、花生油、料酒、生抽、鸡精、水。,,肉末炒雪菜
原料：土豆、韭菜、葱、蒜、花生油、盐、蚝油、水。,,素炒土豆丝
原料：芹菜叶、豆腐、盐、味极鲜酱油、白醋、白糖、花椒油、水。,,芹菜叶拌豆腐
原料：芹菜、猪肉、面粉、葱、姜、花生油、料酒、味极鲜酱油、蚝油、十三香、盐、香油、水。,,芹菜猪肉水饺
原料：粉丝、淡菜干、蒜、盐、生抽、水。,,蒜蓉粉丝蒸淡菜干
原料：排骨、土豆、山药、盐、老抽、姜、八角、花椒、蒜、水。,,土豆山药炖排骨
原料：鸡腿菇、豆腐、酸萝卜、瘦肉、油、盐。,,鸡腿菇炖豆腐
原料：贝贝南瓜、大米、糯米、冰糖。,,浓浓清甜南瓜粥
原料：紫菜、肉末、淀粉、葱、姜、盐。,,油炸紫菜丸子
原料：蒜苔、羊肉、面条、油、盐、生抽。,,羊肉蒜苔炒面
原料：金针菇、盐、生抽、陈醋、胡椒粉。,,凉拌金针菇
原料：银耳、腊肠、油、盐。,,银耳炒腊肠
原料：空心菜、猪肉、干辣椒、大蒜、葱、料酒、淀粉、白胡椒粉、食盐、姜。,,空心菜炒肉丝
原料：香蕉、巧克力、坚果碎。,,N种可能性 ♥ 巧克力香蕉
原料：牛奶、草莓果酱。,,风靡全球的草莓牛奶饮
原料：土豆、五花肉、尖椒、蘑菇、盐、葱、姜、蒜、料酒、老抽、生抽、白糖、鸡精。,,青椒炒蘑菇土豆片
原料：面条。,,卷萌萌小绵羊～玩玩面条
原料：木耳、里脊、小白菜、姜、料酒、淀粉、蛋清、盐、葱花。,,肉丝木耳小白菜 
原料：醪糟、鸡蛋、大枣、红糖。,,快手早餐～醪糟糖水
原料：内脂豆腐、木耳、胡萝卜、葱、鸡蛋、香菜、酱油、蚝油、盐、水淀粉、胡椒粉。,,简易版豆腐脑
原料：后腿肉、青椒、红菜椒、香菇豆豉、生姜、大蒜、生抽、盐、糖、油。,,豉香小炒肉
原料：高筋面粉、低粉、奶粉、白糖、玉米油、牛奶、全蛋液、酵母粉、肉松、盐。,,肉松辨子面包
原料：中筋面粉、油、鸡蛋、红豆馅。,,年味食足：捏油角
原料：柊叶、糯米、大米、五花肉、咸蛋黄。,,年味食足：裹粽子
原料：鱿鱼、红辣椒丝、料酒、盐、烧烤料。,,干煸鱿鱼
原料：茶树菇、牛蛙、盐、鸡精、料酒、葱花。,,鲜辣菌菇牛蛙
原料：茭白、鸡蛋、盐、鸡精、葱末。,,块炒鸡蛋茭白
原料：奥利奥饼干碎、黄油、榴莲肉、牛奶、淡奶油、竹炭粉、吉利丁片、糖。,,黑白大理石榴莲慕斯
原料：牛柳、青椒、盐、鸡蛋、干淀粉、料酒、老抽、白糖、葱、姜、蒜、蚝油、鸡汁。,,青椒牛柳
原料：田鸡、胡萝卜、洋葱、生抽、番茄酱、豆瓣酱、蚝油、料酒、胡椒粉、辣椒粉、白糖、盐、姜、蒜瓣、葱。,,田鸡三汁焖锅
原料：五花肉馅、藕、盐、白胡椒粉、生抽、鸡蛋、葱、姜、玉米淀粉、食用油。,,干炸丸子
原料：粉丝、淡菜干、蒜、盐、生抽、水。,,蒜蓉粉丝蒸淡菜干
原料：排骨、土豆、山药、盐、老抽、姜、八角、花椒、蒜、水。,,土豆山药炖排骨
原料：鸡腿菇、豆腐、酸萝卜、瘦肉、油、盐。,,鸡腿菇炖豆腐
原料：贝贝南瓜、大米、糯米、冰糖。,,浓浓清甜南瓜粥
原料：紫菜、肉末、淀粉、葱、姜、盐。,,油炸紫菜丸子
原料：蒜苔、羊肉、面条、油、盐、生抽。,,羊肉蒜苔炒面
原料：金针菇、盐、生抽、陈醋、胡椒粉。,,凉拌金针菇
原料：银耳、腊肠、油、盐。,,银耳炒腊肠
原料：空心菜、猪肉、干辣椒、大蒜、葱、料酒、淀粉、白胡椒粉、食盐、姜。,,空心菜炒肉丝
原料：香蕉、巧克力、坚果碎。,,N种可能性 ♥ 巧克力香蕉
原料：西红柿、鸡蛋、面条、食用油、盐。,,儿童版～番茄鸡蛋汤面
原料：低筋面粉、黄油、糖粉、奶油、抹茶粉、巧克力粉。,,简单又好挤的云顶曲奇
原料：红心火龙果汁、高粉、低粉、酵母、奶油、蜂蜜、盐、黄油、水磨糯米粉、玉米淀粉、牛奶、糖、黄油、坚果。,,粉色少女心 免揉麻薯欧包
原料：芋头、红番薯、白糖、熟芝麻、姜片。,,金玉满堂 糕烧番薯芋
原料：茄子、猪肉、小米椒、葱、姜、生抽、料酒、白胡椒粉、老抽、生粉、盐、郫县豆瓣酱、白糖。,,红烧肉末茄子
原料：鸡蛋、食盐、油。,,妈妈的味道-虾皮蒸蛋
原料：猪肝、韭菜、料酒、胡椒粉、生抽、盐、淀粉、葱、姜末。,,韭菜炒猪肝 下饭菜
原料：牛蛙、嫩姜、大蒜头、红线椒、罐头小米椒、盐、高汤、绿线椒。,,仔姜双椒牛蛙
原料：面条、五花肉、虾仁、甘蓝、圆葱、胡萝卜、蚝油、酱油、盐。,,家常炒面条
原料：三文鱼、洋葱、青椒、胡萝卜、红椒、柠檬、盐、胡椒粉、生抽、葱、姜、白糖。,,杂蔬三文鱼
原料：西瓜。,,西瓜“糖葫芦”
原料：盐、低粉、高粉、奶油、水、蜂蜜、融化黄油、酵母、砂糖、牛奶、黄油、椰蓉、蜜豆。,,免揉-椰蓉蜜豆泡浆面包
原料：细玉米面、黄豆面、白面、白糖、牛奶。,,奶香玉米小窝头
原料：圆葱、腊肉、酱油、十三香、盐。,,圆葱炒腊肉
原料：麦片、牛奶、奇亚籽、香蕉、葡萄干。,,奇亚籽香蕉麦片粥
原料：茄子、肉末、葱、料酒、盐、酱油、姜。,,肉末蒸茄子
原料：紫淮山、水磨糯米粉、温水、冰糖、清水。,,紫淮山汤圆
原料：牛里脊、青椒、红椒、料酒、老抽、生抽、糖、盐、黑胡椒粉、生粉。,,小炒牛肉
原料：鸡胸肉、胡萝卜、盐、生抽、姜。,,蒸胡萝卜鸡肉丸子
原料：豇豆、五花肉、面粉、盐、油、黄豆酱。,,猪肉豇豆馅饺子
原料：奇亚籽坚果麦片、酸奶、奇亚籽。,,奇亚籽隔夜麦片杯
原料：糙米、大米、燕麦米、荞麦、小米、干黑木耳、板栗、番茄、鹰嘴豆、水、奇亚籽油、奇亚籽。,,番茄八宝饭
原料：水萝卜。,,萝卜拼盘
原料：猪肉馅、茄子、盐、黄豆酱、蒜、葱、料酒、生抽、老抽、鸡精、白糖。,,酱爆蒜香茄丁
原料：鸡胸肉、豆皮、花菜、生抽、料酒、花椒、葱、姜、黑胡椒粉、干辣椒。,,豆皮鸡胸肉
原料：中筋面粉、猪油、糖、水、低筋面粉、枣泥、鸡蛋黄、芝麻。,,中式点心枣泥莲花酥
原料：豆腐、干香菇、胡萝卜、青椒、葱、蒜、姜、花椒、花生油、番茄酱、蚝油、香油、生抽、盐、水。,,茄汁豆腐
原料：鸡蛋、焦糖法罗夫棉花糖、低筋粉、黑芝麻。,,焦糖fluff黑芝麻薄脆饼
原料：芹菜、花生、胡萝卜、葱、蒜、香菜、酱油、陈醋、糖、香油、麻油、辣椒油。,,花生米芹菜
原料：小米、核桃、灰枣、红糖、水、枸杞。,,小米红枣核桃浆
原料：牛腩、花菜、莲藕、葱、干辣椒、腐乳、姜、盐、料酒、五香粉、鸡精。,,干锅牛腩
原料：黄油、鸡蛋、白砂糖、低筋粉、杏仁、泡打粉。,,女巫手指饼干
原料：木薯粉、粘米粉、红枣、水、白砂糖。,,红枣木薯圆子
原料：咸鱼干、瘦肉、白萝卜、盐、葱花。,,咸鱼瘦肉白萝卜汤
原料：排骨、炸豆腐、土豆、八角、花椒、老抽、生抽、盐。,,豆腐土豆烧排骨
原料：鲫鱼、海鲜酱油、蚝油、料酒。,,烤鲫鱼
原料：大米、肉末、沙虫干、胡萝卜丁、玉米粒、盐、酱油。,,肉末沙虫粥
原料：草鱼肉、盐、糖、料酒、油、小米椒、大蒜、老姜、香葱。,,蒜香鱼块
原料：猪肉、青椒、红椒、辣椒、青蒜、大蒜、姜、酱油、盐、蚝油、花生油、猪油。,,青椒小炒肉
原料：雪梨、百合、枸杞、冰糖。,,清热润肺雪梨盅
原料：内酯豆腐、咸蛋黄、蟹柳棒、青豆、姜末、葱花、香菜叶、淀粉。,,蟹黄豆腐
原料：中筋面粉、水、安琪酵母、小苏打、白糖。,,馒头
原料：豆腐、肉馅、郫县豆瓣酱、麻油、老抽、盐、鸡精、水、水淀粉。,,家常麻婆豆腐
原料：黄秋葵、葱白、小米辣、蚝油、蒸鱼豉油、盐、糖、油。,,白灼秋葵
原料：鸡翅中、油、生抽、盐。,,红烧鸡翅
原料：五花肉、熟鸡蛋、老抽、纯甘蔗红糖、生抽、料酒、八角、啤酒。,,纯甘蔗红糖红烧肉
原料：食盐、酵母、奶粉、黄油、蛋液、白糖、清水、高筋面粉、糖粉、低筋面粉、蜜豆、全蛋液。,,蜜豆菠萝包
原料：五花肉、蒜、陈醋、盐、生抽、姜。,,蒜泥白肉
原料：五花肉、芹菜、油、花椒、盐、姜、蒜、鸡精、豆豉。,,盐煎肉
原料：淡菜干、胡萝卜、黄瓜、油、盐。,,烧卖
原料：酸萝卜、豇豆、瘦肉、油、盐、鸡精。,,酸萝卜炒豇豆
原料：红薯、大米。,,红薯粥
原料：山药、羊肉、油、盐、生抽。,,山药炒羊肉
原料：猪肉、韭菜、香菇、食用油、盐、蚝油、十三香、芝麻油、生抽。,,猪肉韭菜香菇饺子馅
原料：带鱼段、鸡蛋、盐、油、生抽、面粉、芡粉、水。,,油炸带鱼段
原料：猪蹄、花生、盐、水。,,花生炖猪蹄
原料：花菜、腊肠、油、盐、生抽。,,腊肠炒花菜
原料：小白芸豆、赤小豆、大米、红枣、冰糖。,,养生菜豆粥
原料：酒酿、糯米小圆子、鸡蛋、葡萄干。,,酒酿小圆子
原料：胡萝卜、圣女果、凉白开。,,圣女果胡萝卜汁
原料：土豆、番茄、鸡蛋、白灼虾、芦笋、盐、葡萄籽油。,,虾仁土豆沙拉
原料：土豆、大鸡腿、洋葱、干辣椒、花椒、大盘鸡料、葱花。,,家庭版大盘鸡
原料：芦笋、虾仁、番茄、葡萄籽油、盐。,,芦笋炒虾仁
原料：猪肉、冬菇、玉米、酱油、盐、糖、油、蚝油。,,妈妈的味道-冬菇玉米蒸肉饼
原料：芹菜、淡菜干、湿面、油、盐、生抽。,,芹菜淡菜干炒面
原料：莲藕、油、白糖。,,拔丝莲藕
原料：酸萝卜、瘦肉、油、水、酸萝卜汤汁。,,酸萝卜瘦肉汤
原料：鸡腿菇、盐、陈醋、蚝油、芥末油。,,凉拌鸡腿菇
原料：鸡中翅、胡萝卜、黄瓜、苹果、生抽、盐、糖、姜、蚝油、鸡精。,,蔬果酿鸡翅
原料：包菜、油、盐、蒜、花椒、鸡精、郫县豆瓣。,,手撕包菜
原料：低筋面粉、糖粉、黄油、鸡蛋、奶粉、巧克力粉、柠檬汁。,,原味巧克力双拼曲奇饼干
原料：饺子皮、饺子馅、油。,,饺子皮千层饼
原料：圆葱、腊肉、酱油、十三香、盐。,,圆葱炒腊肉
原料：麦片、牛奶、奇亚籽、香蕉、葡萄干。,,奇亚籽香蕉麦片粥
原料：茄子、肉末、葱、料酒、盐、酱油、姜。,,肉末蒸茄子
原料：紫淮山、水磨糯米粉、温水、冰糖、清水。,,紫淮山汤圆
原料：牛里脊、青椒、红椒、料酒、老抽、生抽、糖、盐、黑胡椒粉、生粉。,,小炒牛肉
原料：鸡胸肉、胡萝卜、盐、生抽、姜。,,蒸胡萝卜鸡肉丸子
原料：豇豆、五花肉、面粉、盐、油、黄豆酱。,,猪肉豇豆馅饺子
原料：奇亚籽坚果麦片、酸奶、奇亚籽。,,奇亚籽隔夜麦片杯
原料：糙米、大米、燕麦米、荞麦、小米、干黑木耳、板栗、番茄、鹰嘴豆、水、奇亚籽油、奇亚籽。,,番茄八宝饭
原料：水萝卜。,,萝卜拼盘
原料：白菜芯、胡萝卜、蚝油、生抽、盐、葱、鸡粉、姜。,,蚝油胡萝卜炒白菜芯
原料：鸡胸肉、青椒、干木耳、油、盐、蒜、淀粉、料酒。,,#妈妈的味道# 青椒木耳炒鸡片
原料：豆腐、猪肉、豆瓣酱、葱、生抽、鸡粉、清水、水淀粉、姜。,,酱烧豆腐
原料：土豆、面粉、葱、胡麻油、辣椒面、十三香、鸡精、味精。,,#妈妈的味道#土豆饼
原料：油豆腐、香叶、八角、老抽、冰糖、辣椒、桂皮。,,#妈妈的味道# 蜜汁豆腐干
原料：野蒜头、小米辣椒、生抽、老抽、盐、香醋、味精。,,腌野蒜头
原料：肉末、香菇、黄瓜、木耳、面条、酱油、豆瓣酱、大蒜头、白葱段。,,老北京炸酱面
原料：安康鱼、蒜、酒、鸡蛋、黑胡椒、盐、十三香、淀粉。,,蒜香炸安康鱼
原料：大米、皮蛋、猪肉、油、盐、葱、料酒。,,#妈妈的味道# 皮蛋瘦肉粥
原料：排骨、冰糖、生抽、陈醋、油。,,糖醋排骨
原料：面粉、鸡蛋、红枣、黑芝麻、红糖。,,红枣芝麻早餐饼
原料：腊肉、香芹、朝天椒、青椒、花生油、大蒜、盐、味精。,,地道湖南农家小炒腊肉
原料：多春鱼、面粉、盐、味精、葱、姜、花椒、料酒。,,酥炸多春鱼
原料：低筋面粉、可可粉、泡打粉、糖粉、黄油、牛奶、黑巧克力、鸡蛋。,,浓情巧克力玛德琳
原料：鲜牛肉、盐、植物油、孜然粉、八角粉、生抽、辣椒粉、生粉、香葱、花椒粉。,,牙签牛肉
原料：南瓜泥、面粉、酵母、白糖、果干、黑芝麻。,,南瓜果粒千层糕
原料：猪脚、香芋、盐、酱油、老干妈、油。,,香芋蒸猪脚
原料：土豆、猪排骨、盐、黑豆豉、姜、油。,,土豆蒸排骨
原料：韭菜、鸡蛋、玉米油、精盐、姜粉。,,#妈妈的味道#韭菜炒鸡蛋
原料：面粉、绿豆芽、韭菜、面筋、粉皮、鸡蛋、虾皮、姜、盐、味精、香油。,,绿豆芽素锅贴
原料：香葱肉泥、蛋皮。,,肉泥蛋卷
原料：扁食皮、肉馅、酱油、蚝油、胡椒粉、盐、小葱、香油、鸡精、紫菜、白菜、白醋。,,扁食
原料：土豆、青椒、蒜、葱、盐、食用油、白醋、花椒粉、香油。,,清炒土豆丝
原料：牛油果、熟鸡蛋、吐司、柠檬、蛋黄沙拉酱。,,牛油果鸡蛋三明治
原料：原味酸奶、吉利丁、QQ糖。,,果冻
原料：高筋粉、细砂糖、牛奶、盐、炼乳、黄油、酵母、黄油、炼乳、杏仁片、葡萄干。,,炼乳手撕吐司
原料：花生、白糖。,,糖霜花生
原料：鲫鱼、蚝油、橄榄油、生抽、料酒、葱、五香粉、辣椒粉、糖、黑胡椒粉、孜然粉、西兰花、甜橙、姜、蒜。,,孜然烤鲫鱼
原料：猪瘦肉、大白菜、花生油、老抽、盐、味精、香油。,,好吃不过饺子
原料：乳猪头、酸菜、八角、十三香、鸡精块、葱末、盐、猪油、姜末。,,酸菜烩乳猪头
原料：橙子、盐。,,止咳配方盐蒸橙子
原料：鸡胸脯、青椒、洋葱、葱、姜、蒜、盐、糖、醋、酱油、淀粉、料酒、郫县辣豆瓣酱。,,青椒洋葱炒鸡丁
原料：豆芽、葱花、蒜末、蚝油、生抽、花椒油、香油、香醋、苹果醋、盐、鸡精、食用油、辣椒油。,,凉拌豆芽菜
原料：土豆、油、椒盐、黑椒粉。,,香脆土豆丝
原料：猪蹄、莲子、姜、小葱、薄荷叶、郫县豆瓣酱、花椒、大料、食用油、生抽、老抽、冰糖、盐、山楂片、小青椒、料酒。,,莲子炖猪蹄
原料：低筋面粉、浓缩石榴果汁粉、蛋黄、细砂糖、无味植物油、牛奶、蛋清、柠檬汁、温水、玉米淀粉、淡奶油。,,云朵流心蛋糕
原料：鸡蛋、牛奶、低筋面粉。,,宝宝的创意早餐，鸡蛋饼还能这样玩
原料：猪肉末、豆角、盐、沙茶酱、料酒、生抽、淀粉。,,沙茶肉末豆角
原料：杏鲍菇、芹菜、豆瓣酱、麻椒、生抽。,,水煮杏鲍菇
原料：大白菜、苹果、大蒜、姜、泡菜酱、盐、辣椒面、白糖、白醋。,,果味辣白菜
原料：凉粉、猪肉、豆瓣酱辣、生抽、盐。,,麻婆凉粉
原料：大虾、油、沙拉酱、炼乳、柠檬汁、鸡蛋、面粉。,,沙汁虾
原料：尖椒、西红柿、土豆、生抽、盐、味精。,,尖椒番茄土豆片
原料：羊排、萝卜、料酒、盐。,,青萝卜烧羊排
原料：榨菜、猪瘦肉、酱油、蚝油、糖、料酒、胡椒粉、淀粉、姜、蒜、小米辣。,,榨菜肉丝
原料：油菜、海鲜菇、胡萝卜、盐、味精、姜、生抽。,,油菜烧海鲜菇
原料：油麦菜、蒜瓣、盐、油。,,清炒油麦
原料：河虾、食用油、十三香、料酒、蒜瓣。,,小炒河虾
原料：带鱼、鸡蛋、淀粉、盐、椒盐。,,炸带鱼
原料：五香豆干、胡萝卜、火腿肠、青椒、盐、味精、生抽。,,什锦炒香干
原料：鸡蛋、低粉、纯牛奶、玉米油、白砂糖、淡奶油、细砂糖、草莓。,,草莓盒子蛋糕
原料：南瓜、糯米粉、红豆沙、芝麻、面包糠、食用油。,,南瓜饼
原料：猪板油、清水、盐。,,熬猪油
原料：金针菇、剁椒、葱花。,,剁椒金针菇
原料：巧克力、牛奶、黄油、面粉、酵母粉、白糖、温水、可可粉、蜂蜜。,,脏脏花卷
原料：面粉、胡萝卜、火龙果、紫薯、黄芯红薯、南瓜、菠菜、素馅、韭黄碎。,,多彩元宝水饺
原料：冻豆腐、鸡蛋、蒜苔、木耳、酱油、盐、鸡精、蒜、姜。,,冻豆腐炒鸡蛋
原料：紫甘蓝、木耳、鸡蛋、盐、鸡精、大蒜。,,紫甘蓝木耳炒鸡蛋
原料：玉米面、白面、牛奶、开水、糖、泡打粉、芝麻。,,奶香玉米软饼
原料：蒜苔、猪肉、香菇、料酒、淀粉、酱油、盐、鸡精。,,肉末香菇蒜苔
